292, 21316
293, 21462
294, 21609
295, 21756
296, 21904
297, 22052
298, 22201
299, 22350
300, 22500
301, 22650
302, 22801
303, 22952
304, 23104
305, 23256
306, 23409
307, 23562
308, 23716
309, 23870
310, 24025
311, 24180
312, 24336
313, 24492
314, 24649
315, 24806
316, 24964
317, 25122
318, 25281
319, 25440
320, 25600
321, 25760
322, 25921
323, 26082
324, 26244
325, 26406
326, 26569
327, 26732
328, 26896
329, 27060
330, 27225
331, 27390
332, 27556
333, 27722
334, 27889
335, 28056
336, 28224
337, 28392
338, 28561
339, 28730
340, 28900
341, 29070
342, 29241
343, 29412
344, 29584
345, 29756
346, 29929
347, 30102
348, 30276
349, 30450
350, 30625
351, 30800
352, 30976
353, 31152
354, 31329
355, 31506
356, 31684
357, 31862
358, 32041
359, 32220
360, 32400
361, 32580
362, 32761
363, 32942
364, 33124
365, 33306
366, 33489
367, 33672
368, 33856
369, 34040
370, 34225
371, 34410
372, 34596
373, 34782
374, 34969
375, 35156
376, 35344
377, 35532
378, 35721
379, 35910
380, 36100
381, 36290
382, 36481
383, 36672
384, 36864
385, 37056
386, 37249
387, 37442
388, 37636
389, 37830
390, 38025
391, 38220
392, 38416
393, 38612
394, 38809
395, 39006
396, 39204
397, 39402
398, 39601
399, 39800
400, 40000
401, 40200
402, 40401
403, 40602
404, 40804
405, 41006
406, 41209
407, 41412
408, 41616
409, 41820
410, 42025
411, 42230
412, 42436
413, 42642
414, 42849
415, 43056
416, 43264
417, 43472
418, 43681
419, 43890
420, 44100
421, 44310
422, 44521
423, 44732
424, 44944
425, 45156
426, 45369
427, 45582
428, 45796
429, 46010
430, 46225
431, 46440
432, 46656
433, 46872
434, 47089
435, 47306
436, 47524
437, 47742
438, 47961
439, 48180
440, 48400
441, 48620
442, 48841
443, 49062
444, 49284
445, 49506
446, 49729
447, 49952
448, 50176
449, 50400
450, 50625
451, 50850
452, 51076
453, 51302
454, 51529
455, 51756
456, 51984
457, 52212
458, 52441
459, 52670
460, 52900
461, 53130
462, 53361
463, 53592
464, 53824
465, 54056
466, 54289
467, 54522
468, 54756
469, 54990
470, 55225
471, 55460
472, 55696
473, 55932
474, 56169
475, 56406
476, 56644
477, 56882
478, 57121
479, 57360
480, 57600
481, 57840
482, 58081
483, 58322
484, 58564
485, 58806
486, 59049
487, 59292
488, 59536
489, 59780
490, 60025
491, 60270
492, 60516
493, 60762
494, 61009
495, 61256
496, 61504
497, 61752
498, 62001
499, 62250
500, 62500
501, 62750
502, 63001
503, 63252
504, 63504
505, 63756
506, 64009
507, 64262
508, 64516
509, 64770
510, 65025
511, 65280
512, 65536
513, 65792
514, 66049
515, 66306
516, 66564
517, 66822
518, 67081
519, 67340
520, 67600
521, 67860
522, 68121
523, 68382
524, 68644
525, 68906
526, 69169
527, 69432
528, 69696
529, 69960
530, 70225
531, 70490
532, 70756
533, 71022
534, 71289
535, 71556
536, 71824
537, 72092
538, 72361
539, 72630
540, 72900
541, 73170
542, 73441
543, 73712
544, 73984
545, 74256
546, 74529
547, 74802
548, 75076
549, 75350
550, 75625
551, 75900
552, 76176
553, 76452
554, 76729
555, 77006
556, 77284
557, 77562
558, 77841
559, 78120
560, 78400
561, 78680
562, 78961
563, 79242
564, 79524
565, 79806
566, 80089
567, 80372
568, 80656
569, 80940
570, 81225
571, 81510
572, 81796
573, 82082
574, 82369
575, 82656
576, 82944
577, 83232
578, 83521
579, 83810
580, 84100
581, 84390
582, 84681
583, 84972
584, 85264
585, 85556
586, 85849
587, 86142
588, 86436
589, 86730
590, 87025
591, 87320
592, 87616
593, 87912
594, 88209
595, 88506
596, 88804
597, 89102
598, 89401
599, 89700
600, 90000
601, 90300
602, 90601
603, 90902
604, 91204
605, 91506
606, 91809
607, 92112
608, 92416
609, 92720
610, 93025
611, 93330
612, 93636
613, 93942
614, 94249
615, 94556
616, 94864
617, 95172
618, 95481
619, 95790
620, 96100
621, 96410
622, 96721
623, 97032
624, 97344
625, 97656
626, 97969
627, 98282
628, 98596
629, 98910
630, 99225
631, 99540
632, 99856
633, 100172
634, 100489
635, 100806
636, 101124
637, 101442
638, 101761
639, 102080
640, 102400
641, 102720
642, 103041
643, 103362
644, 103684
645, 104006
646, 104329
647, 104652
648, 104976
649, 105300
650, 105625
651, 105950
652, 106276
653, 106602
654, 106929
655, 107256
656, 107584
657, 107912
658, 108241
659, 108570
660, 108900
661, 109230
662, 109561
663, 109892
664, 110224
665, 110556
666, 110889
667, 111222
668, 111556
669, 111890
670, 112225
671, 112560
672, 112896
673, 113232
674, 113569
675, 113906
676, 114244
677, 114582
678, 114921
679, 115260
680, 115600
681, 115940
682, 116281
683, 116622
684, 116964
685, 117306
686, 117649
687, 117992
688, 118336
689, 118680
690, 119025
691, 119370
692, 119716
693, 120062
694, 120409
695, 120756
696, 121104
697, 121452
698, 121801
699, 122150
700, 122500
701, 122850
702, 123201
703, 123552
704, 123904
705, 124256
706, 124609
707, 124962
708, 125316
709, 125670
710, 126025
711, 126380
712, 126736
713, 127092
714, 127449
715, 127806
716, 128164
717, 128522
718, 128881
719, 129240
720, 129600
721, 129960
722, 130321
723, 130682
724, 131044
725, 131406
726, 131769
727, 132132
728, 132496
729, 132860
730, 133225
731, 133590
732, 133956
733, 134322
734, 134689
735, 135056
736, 135424
737, 135792
738, 136161
739, 136530
740, 136900
741, 137270
742, 137641
743, 138012
744, 138384
745, 138756
746, 139129
747, 139502
748, 139876
749, 140250
750, 140625
751, 141000
752, 141376
753, 141752
754, 142129
755, 142506
756, 142884
757, 143262
758, 143641
759, 144020
760, 144400
761, 144780
762, 145161
763, 145542
764, 145924
765, 146306
766, 146689
767, 147072
768, 147456
769, 147840
770, 148225
771, 148610
772, 148996
773, 149382
774, 149769
775, 150156
776, 150544
777, 150932
778, 151321
779, 151710
780, 152100
781, 152490
782, 152881
783, 153272
784, 153664
785, 154056
786, 154449
787, 154842
788, 155236
789, 155630
790, 156025
791, 156420
792, 156816
793, 157212
794, 157609
795, 158006
796, 158404
797, 158802
798, 159201
799, 159600
800, 160000
801, 160400
802, 160801
803, 161202
804, 161604
805, 162006
806, 162409
807, 162812
808, 163216
809, 163620
810, 164025
811, 164430
812, 164836
813, 165242
814, 165649
815, 166056
816, 166464
817, 166872
818, 167281
819, 167690
820, 168100
821, 168510
822, 168921
823, 169332
824, 169744
825, 170156
826, 170569
827, 170982
828, 171396
829, 171810
830, 172225
831, 172640
832, 173056
833, 173472
834, 173889
835, 174306
836, 174724
837, 175142
838, 175561
839, 175980
840, 176400
841, 176820
842, 177241
843, 177662
844, 178084
845, 178506
846, 178929
847, 179352
848, 179776
849, 180200
850, 180625
851, 181050
852, 181476
853, 181902
854, 182329
855, 182756
856, 183184
857, 183612
858, 184041
859, 184470
860, 184900
861, 185330
862, 185761
863, 186192
864, 186624
865, 187056
866, 187489
867, 187922
868, 188356
869, 188790
870, 189225
871, 189660
872, 190096
873, 190532
874, 190969
875, 191406
876, 191844
877, 192282
878, 192721
879, 193160
880, 193600
881, 194040
882, 194481
883, 194922
884, 195364
885, 195806
886, 196249
887, 196692
888, 197136
889, 197580
890, 198025
891, 198470
892, 198916
893, 199362
894, 199809
895, 200256
896, 200704
897, 201152
898, 201601
899, 202050
900, 202500
901, 202950
902, 203401
903, 203852
904, 204304
905, 204756
906, 205209
907, 205662
908, 206116
909, 206570
910, 207025
911, 207480
912, 207936
913, 208392
914, 208849
915, 209306
916, 209764
917, 210222
918, 210681
919, 211140
920, 211600
921, 212060
922, 212521
923, 212982
924, 213444
925, 213906
926, 214369
927, 214832
928, 215296
929, 215760
930, 216225
931, 216690
932, 217156
933, 217622
934, 218089
935, 218556
936, 219024
937, 219492
938, 219961
939, 220430
940, 220900
941, 221370
942, 221841
943, 222312
944, 222784
945, 223256
946, 223729
947, 224202
948, 224676
949, 225150
950, 225625
951, 226100
952, 226576
953, 227052
954, 227529
955, 228006
956, 228484
957, 228962
958, 229441
959, 229920
960, 230400
961, 230880
962, 231361
963, 231842
964, 232324
965, 232806
966, 233289
967, 233772
968, 234256
969, 234740
970, 235225
971, 235710
972, 236196
973, 236682
974, 237169
975, 237656
976, 238144
977, 238632
978, 239121
979, 239610
980, 240100
981, 240590
982, 241081
983, 241572
984, 242064
985, 242556
986, 243049
987, 243542
988, 244036
989, 244530
990, 245025
991, 245520
992, 246016
993, 246512
994, 247009
995, 247506
996, 248004
997, 248502
998, 249001
999, 249500
